V01,V02,V03,V04,V05,V06,V07,V08,V09,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,facility
Connecticut,7.80E+19,-9,ISAIAH HOUSE,"112, 120 and 341 Clinton Street",-9,Bridgeport,CT,6605,-9,Males only,Minimum/low,-9,50% or more of the inmates,Private contractor,Connecticut DOC,43,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,HalfWay House; formerly called ISAIAH HOUSE I & II,-9,ISAIAH HOUSE
Connecticut,7.80E+19,-9,MAPLE STREET HOUSE,565-585 MAPLE STREET,-9,BRIDGEPORT,CT,6608,-9,Males only,Minimum/low,-9,50% or more of the inmates,Private contractor,Connecticut DOC,62,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,HalfWay House,-9,MAPLE STREET HOUSE
Connecticut,7.80E+19,-9,MARY MAGDALENE HOUSE,407 CLINTON AVEUNE,-9,BRIDGEPORT,CT,6605,-9,Females only,Minimum/low,-9,50% or more of the inmates,Private contractor,Connecticut DOC,Not applicable,Actual data,15,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,HalfWay House,-9,MARY MAGDALENE HOUSE
Connecticut,7.80E+19,-9,NEON MEN'S WORK RELEASE,100 SOUTH MAIN STREET,-9,NORWALK,CT,6854,-9,Males only,Minimum/low,-9,50% or more of the inmates,Private contractor,Connecticut DOC,26,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,HalfWay House,-9,NEON MEN'S WORK RELEASE
Connecticut,7.80E+19,-9,QUINLAN COTTAGE,8 LEWIS STREET,-9,NORWALK,CT,6851,-9,Females only,Minimum/low,-9,50% or more of the inmates,Private contractor,Connecticut DOC,Not applicable,Actual data,18,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,HalfWay House,-9,QUINLAN COTTAGE
Connecticut,7.80E+19,-9,BERMAN TREATMENT CENTER,1095 BLUE HILLS AVEUNE,-9,HARTFORD,CT,6002,-9,Males only,Minimum/low,-9,None,Private contractor,Connecticut DOC,22,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,HalfWay House,-9,BERMAN TREATMENT CENTER
Connecticut,7.80E+19,-9,HARTFORD HOUSE,10 IRVING STREET,-9,HARTFORD,CT,6112,-9,Females only,Minimum/low,-9,50% or more of the inmates,Private contractor,Connecticut DOC,Not applicable,Actual data,14,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,HalfWay House,-9,HARTFORD HOUSE
Connecticut,7.80E+19,-9,SILLIMAN HOUSE,199 RETREAT AVENUE,-9,HARTFORD,CT,6106,-9,Males only,Minimum/low,-9,50% or more of the inmates,Private contractor,Connecticut DOC,20,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,HalfWay House,-9,SILLIMAN HOUSE
Connecticut,7.80E+19,-9,WALTER BROOKS HOUSE,8 BALDWIN STREET,-9,NEW HAVEN,CT,6519,-9,Males only,Minimum/low,-9,50% or more of the inmates,Private contractor,Connecticut DOC,56,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,HalfWay House,-9,WALTER BROOKS HOUSE
Connecticut,7.80E+19,-9,ROGER SHERMAN HOUSE,48 HOWE STREET,-9,NEW HAVEN,CT,6511,-9,Males only,Minimum/low,-9,50% or more of the inmates,Private contractor,Connecticut DOC,44,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,HalfWay House,1 OF 2 FACILITIES OF CONNECTION HOUSE,ROGER SHERMAN HOUSE
Connecticut,7.80E+19,-9,SIERRA CENTER & WORK RELEASE,48 HOWE STREET #4,-9,NEW HAVEN,CT,6511,-9,Males only,Minimum/low,-9,50% or more of the inmates,Private contractor,Connecticut DOC,19,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,HalfWay House,"FORMERLY INCLUDED MENTAL HEALTH SERVICES, FACILITY NAME IS NOW, SIERRA CENTER & WORK RELEASE. 1 OF 2 FACILITIES FOR CONNECTION INC.",SIERRA CENTER & WORK RELEASE
Connecticut,7.80E+19,-9,BROOKLYN BRIDGE,76 HARTFORD RD,-9,BROOKLYN,CT,6234,-9,Males only,Minimum/low,-9,None,Private contractor,Connecticut DOC,35,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,HalfWay House,-9,BROOKLYN BRIDGE
Connecticut,7.80E+19,-9,COCHEGAN HOUSE,976 NORWICH-NEW LONDON TURNPIKE,-9,UNCASVILLE,CT,6382,-9,Males only,Minimum/low,-9,50% or more of the inmates,Private contractor,Connecticut DOC,13,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,HalfWay House,-9,COCHEGAN HOUSE
Connecticut,7.80E+19,-9,FELLOWSHIP HOUSE,466 LONG HILL ROAD,-9,GROTON,CT,6340,-9,Males only,Minimum/low,-9,50% or more of the inmates,Private contractor,Connecticut DOC,10,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,HalfWay House,-9,FELLOWSHIP HOUSE
Connecticut,7.80E+19,-9,NEXT STEP COTTAGE,215 VALLEY STREET,-9,WILLIMANTIC,CT,6226,-9,Females only,Minimum/low,-9,50% or more of the inmates,Private contractor,Connecticut DOC,Not applicable,Actual data,25,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,HalfWay House,-9,NEXT STEP COTTAGE
Connecticut,7.80E+19,-9,MORRIS THERAPEUTIC SHELTER,142 GRIGGS STREET,-9,WATERBURY,CT,6704,-9,Females only,Minimum/low,-9,None,Private contractor,Connecticut DOC,Not applicable,Actual data,4,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,HalfWay House,-9,MORRIS THERAPEUTIC SHELTER
Connecticut,7.80E+19,-9,CT RENNAISSANCE - DRUG TREATMENT,31 WOLCOTT STREET,-9,WATERBURY,CT,6702,-9,Males only,Minimum/low,-9,None,Private contractor,Connecticut DOC,10,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,HalfWay House,-9,CT RENNAISSANCE - DRUG TREATMENT
Connecticut,7.80E+19,-9,ROGERS HOUSE,900 WATERTOWN AVENUE,-9,WATERBURY,CT,6708,-9,Males only,Minimum/low,-9,None,Private contractor,Connecticut DOC,13,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,HalfWay House,-9,ROGERS HOUSE
Connecticut,7.80E+19,-9,WARNER HOUSE,58 HIGH STREET,-9,TORRINGTON,CT,6790,-9,Males only,Minimum/low,-9,None,Private contractor,Connecticut DOC,9,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,HalfWay House,-9,WARNER HOUSE
Connecticut,7.80E+19,-9,NEON WATERBURY WOMEN/CHILDREN,690 EAST MAIN STREET,-9,WATERBURY,CT,6702,-9,Females only,Minimum/low,-9,50% or more of the inmates,Private contractor,Connecticut DOC,Not applicable,Actual data,20,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,HalfWay House,-9,NEON WATERBURY WOMEN/CHILDREN
Connecticut,7.80E+19,-9,CHASE CENTER,21 CLIFF STREET,-9,WATERBURY,CT,6710,-9,Males only,Minimum/low,-9,50% or more of the inmates,Private contractor,Connecticut DOC,35,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,HalfWay House,-9,CHASE CENTER
Connecticut,7.80E+19,-9,BISHOP HOUSE,31 BISHOP STREET,-9,WATERBURY,CT,6704,-9,Males only,Minimum/low,-9,50% or more of the inmates,Private contractor,Connecticut DOC,45,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,HalfWay House,-9,BISHOP HOUSE
Connecticut,7.80E+19,-9,MORRIS HOUSE,26 ELM STREET,-9,WATERBURY,CT,6702,-9,Males only,Minimum/low,-9,None,Private contractor,Connecticut DOC,15,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,HalfWay House,-9,MORRIS HOUSE
Connecticut,7.80E+19,-9,CONNECTION HOUSE,167 LIBERTY STREET,-9,MIDDLETOWN,CT,6457,-9,Males only,Minimum/low,-9,None,Private contractor,Connecticut DOC,10,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,HalfWay House,-9,CONNECTION HOUSE
Connecticut,7.80E+19,-9,CHENEY HOUSE,155 WETHERSFIELD AVENUE,-9,HARTFORD,CT,6114,-9,Males only,Minimum/low,-9,50% or more of the inmates,Private contractor,Connecticut DOC,40,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,HalfWay House,-9,CHENEY HOUSE
Connecticut,7.80E+19,-9,RSD,425 GRANT STREET,-9,BRIDGEPORT,CT,6610,-9,Both males and females,Minimum/low,-9,None,Private contractor,Connecticut DOC,41,Actual data,5,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,HalfWay House; formerly called Daytop,-9,RSD
Connecticut,7.80E+19,-9,OPEN HEARTH - MEN'S WORK RELEASE,437 Sheldon Street,-9,Hartford,CT,6106,-9,Males only,Minimum/low,-9,50% or more of the inmates,Private contractor,Connecticut DOC,39,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,HalfWay House,-9,OPEN HEARTH - MEN'S WORK RELEASE
Connecticut,7.80E+19,-9,COMMUNITY PARTNERS IN ACTION - MEN'S WORK RELEASE,121 WASHINGTON STREET,-9,HARTFORD,CT,6106,-9,Males only,Minimum/low,-9,50% or more of the inmates,Private contractor,Connecticut DOC,20,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,HalfWay House,-9,COMMUNITY PARTNERS IN ACTION - MEN'S WORK RELEASE
Connecticut,7.80E+19,-9,ENTERPRISE HOUSE,500-532 WEST AVENUE,-9,BRIDGEPORT,CT,6604,-9,Males only,Minimum/low,-9,50% or more of the inmates,Private contractor,Connecticut DOC,6,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,HalfWay House,-9,ENTERPRISE HOUSE
Connecticut,7.80E+19,-9,MIRACLE HOUSE,214 BEECHWOOD AVENUE,-9,BRIDGEPORT,CT,6604,-9,Females only,Minimum/low,-9,50% or more of the inmates,Private contractor,Connecticut DOC,Not applicable,Actual data,15,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,HalfWay House,-9,MIRACLE HOUSE
Connecticut,7.80E+19,-9,JANUARY CENTER,984 NORWICH-NEW LONDON TURNPIKE,-9,MONTVILLE,CT,6382,-9,Males only,Minimum/low,-9,None,Private contractor,Connecticut DOC,10,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,HalfWay House,-9,JANUARY CENTER
Connecticut,7.80E+19,-9,CPA HARTFORD - CSSD AIC,119-121 WASHINGTON STREET,-9,HARTFORD,CT,6106,-9,Males only,Minimum/low,-9,50% or more of the inmates,Private contractor,Connecticut DOC & Court Support Services Division,57,Estimated data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,HalfWay House: ~60% for Connecticut DOC and 40% for Court Support Services Division.,Population is estimated by the facility and is based on average occupancy.,CPA HARTFORD - CSSD AIC
Connecticut,7.80E+19,-9,EDDY CENTER,1 LABELLA CIRCLE,-9,MIDDLETOWN,CT,6457,-9,Males only,Minimum/low,-9,50% or more of the inmates,Private contractor,Connecticut DOC,18,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,HalfWay House,-9,EDDY CENTER
Connecticut,7.80E+19,-9,CENTRAL AVENUE HOUSE,24 CENTRAL AVENUE,-9,WATERBURY,CT,6702,-9,Males only,Minimum/low,-9,50% or more of the inmates,Private contractor,Connecticut DOC,38,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,HalfWay House,-9,CENTRAL AVENUE HOUSE
Connecticut,7.80E+19,-9,DRAPELICK CENTER,1095 BKLUE HILLS AVENUE,-9,BLOOMFIELD,CT,6002,-9,Males only,Minimum/low,-9,50% or more of the inmates,Private contractor,Connecticut DOC,29,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,HalfWay House,-9,DRAPELICK CENTER
Connecticut,7.80E+19,-9,STEIN HOUSE,140 SERGEANT STREET,-9,HARTFORD,CT,6105,-9,Males only,Minimum/low,-9,50% or more of the inmates,Private contractor,Connecticut DOC,15,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,HalfWay House,-9,STEIN HOUSE
Connecticut,7.80E+19,-9,WATKINSON HOUSE,136 COLLINS STREET,-9,HARTFORD,CT,6105,-9,Males only,Minimum/low,-9,50% or more of the inmates,Private contractor,Federal Bureau of Prisons & Connecticut DOC,20,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,"HalfWay House; BoP 68%, CT DoC 32%",-9,WATKINSON HOUSE
Delaware,8.00E+19,8.00E+19,WEBB COMMUNITY CORRECTION CENTER,200 GREENBANK RD,-9,WILMINGTON,DE,19808,-9,Males only,Minimum/low,-9,50% or more of the inmates,State authority,-9,57,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,WEBB COMMUNITY CORRECTION CENTER
Delaware,8.00E+19,-9,JAMES T. VAUGHN CORRECTIONAL CENTER,1181 PADDOCK RD,-9,SMYRNA,DE,19977,-9,Males only,Maximum/close/high,-9,None,State authority,-9,2448,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,JAMES T. VAUGHN CORRECTIONAL CENTER
Delaware,8.00E+19,-9,DELORES J BAYLOR WOMENS CORRECTIONAL INSTITUTION,660 BAYLOR BLVD,-9,NEW CASTLE,DE,19720,-9,Females only,Medium,-9,None,State authority,-9,Not applicable,Actual data,418,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,DELORES J BAYLOR WOMENS CORRECTIONAL INSTITUTION
Delaware,8.00E+19,8.00E+19,SUSSEX CORRECTIONAL INSTITUTION,23203 DuPont Blvd,-9,Georgetown,DE,19947,-9,Both males and females,Maximum/close/high,-9,None,State authority,-9,1029,Actual data,2,Actual data,Yes,Sussex Boot Camp,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,SUSSEX CORRECTIONAL INSTITUTION
Delaware,8.00E+19,8.00E+19,MORRIS COMMUNITY CORRECTION CENTER,300 WATER ST,-9,DOVER,DE,19901,-9,Males only,Minimum/low,-9,50% or more of the inmates,State authority,-9,127,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,MORRIS COMMUNITY CORRECTION CENTER
Delaware,8.00E+19,8.00E+19,PLUMMER COMMUNITY CORRECTION CENTER,38 TODDS LANE,-9,WILMINGTON,DE,19802,3210,Males only,Minimum/low,-9,50% or more of the inmates,State authority,-9,178,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,PLUMMER COMMUNITY CORRECTION CENTER
Delaware,8.00E+19,-9,HOWARD R. YOUNG CORRECTIONAL INSTITUTION,1301 E 12TH STREET,-9,WILMINGTON,DE,19802,5315,Males only,Medium,-9,None,State authority,-9,1554,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,HOWARD R. YOUNG CORRECTIONAL INSTITUTION
Delaware,8.00E+19,8.00E+19,SUSSEX BOOT CAMP,23203 DuPont Blvd,-9,Georgetown,DE,19947,-9,Both males and females,Medium,-9,None,State authority,-9,48,Actual data,5,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,SUSSEX BOOT CAMP
Delaware,8.00E+19,8.00E+19,SUSSEX VIOLATION OF PROBATION CENTER,23207 DUPONT BLVD.,-9,GEORGETOWN,DE,19947,-9,Both males and females,Minimum/low,-9,Less than 50% of the inmates,State authority,-9,220,Actual data,38,Actual data,Yes,Sussex Work Release Center,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,SUSSEX VIOLATION OF PROBATION CENTER
Delaware,8.00E+19,8.00E+19,SUSSEX WORK RELEASE CENTER,23207 DuPont Blvd,-9,Georgetown,DE,19947,-9,Both males and females,Minimum/low,-9,Less than 50% of the inmates,State authority,-9,106,Actual data,21,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,SUSSEX WORK RELEASE CENTER
Delaware,8.00E+19,8.00E+19,CENTRAL VIOLATION OF PROBATION CENTER,875 Smyrna Landing Road,-9,Smyrna,DE,19977,-9,Males only,Minimum/low,-9,None,State authority,-9,236,Actual data,Not applicable,Actual data,Yes,Morris Community Correction Center,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,CENTRAL VIOLATION OF PROBATION CENTER
Delaware,8.00E+19,8.00E+19,HAZEL D. PLANT WOMEN'S TREATMENT FACILITY,620 Baylor Boulevard,-9,New Castle,DE,19720,-9,Females only,Minimum/low,-9,Less than 50% of the inmates,State authority,-9,Not applicable,Actual data,79,Actual data,Yes,Webb Community Correction Center and Plummer Community Correction Center,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,HAZEL D. PLANT WOMEN'S TREATMENT FACILITY
"Washington, DC",9.80E+19,-9,EFFORTS FROM EX-CONVICTS,1514 8TH STREET NW,-9,WASHINGTON,DC,20001,-9,Males only,Medium,-9,50% or more of the inmates,Private contractor,Federal Bureau of Prisons and DC Department of Correction,200,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,EFFORTS FROM EX-CONVICTS
"Washington, DC",9.80E+19,-9,"HOPE VILLAGE, INC","2840 LANGSTON PLACE, SE",-9,WASHINGTON,DC,20020,-9,Males only,Other,"Non-secure, community corrections",50% or more of the inmates,Private contractor,Federal Bureau of Prisons and DC (pre-trial and misdemeanant),140,Estimated data,Not applicable,Actual data,Blank,-9,Blank,-9,Blank,Blank,Blank,Blank,Blank,-9,"Holds ~50 for DC and up to 300 for BOP. Population data are estimated based on inforrmation from the Community Corrections Division, Federal Bureau of Prisons.","HOPE VILLAGE, INC"
"Washington, DC",9.80E+19,-9,Fairview/Reynolds & Associates Inc.,1430 G Street NE,-9,Washington,DC,20002,-9,Females only,Minimum/low,-9,50% or more of the inmates,Private contractor,Federal Bureau of Prisons and DC Department of Correction,Not applicable,Actual data,56,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,"6) house federal, state, and local jurisdictions from FBoP, DC Dept. of Corrections and Court Suspension Offender Services Acency",-9,FAIRVIEW/REYNOLDS & ASSOCIATES INC.
Florida,1.00E+20,1.00E+20,CROSS CITY CORRECTIONAL INSTITUTION,568 NE 255TH STREET,-9,CROSS CITY,FL,32628,1500,Males only,Maximum/close/high,-9,None,State authority,-9,1030,Actual data,Not applicable,Actual data,Yes,Cross City WC,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,CROSS CITY CORRECTIONAL INSTITUTION
Florida,1.00E+20,1.00E+20,CROSS CITY CORRECTIONAL INST WORK CAMP,315 N.E. 255TH STREET,,CROSS CITY,FL,32628,1500,Males only,Medium,-9,None,State authority,-9,278,Actual data,Not applicable,Actual data,No,,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,CROSS CITY CORRECTIONAL INST WORK CAMP
Florida,1.00E+20,-9,UNION CORRECTIONAL INSTITUTION,7819 NW 228TH STREET,-9,RAIFORD,FL,32026,4000,Males only,Super maximum,-9,None,State authority,-9,1952,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,UNION CORRECTIONAL INSTITUTION
Florida,1.00E+20,-9,ZEPHYRHILLS CORRECTIONAL INSTITUTION,2739 GALL BLVD,-9,ZEPHYRHILLS,FL,33541,9701,Males only,Maximum/close/high,-9,None,State authority,-9,674,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,ZEPHYRHILLS CORRECTIONAL INSTITUTION
Florida,1.00E+20,1.00E+20,DESOTO CORRECTIONAL INSTITUTION,HIGHWAY 70 EAST,13617 SE HIGHWAY 70,"ARCADIA, FL",FL,34266,-9,Males only,Medium,-9,None,State authority,-9,1479,Actual data,Not applicable,Actual data,Yes,"Desoto-Annex, Arcadia Road Prison",No,-9,Blank,Blank,No,Blank,Blank,-9,-9,DESOTO CORRECTIONAL INSTITUTION
Florida,1.00E+20,1.00E+20,DESOTO ANNEX,HIGHWAY 70 EAST,13617 SE HWY 70,ARCADIA,FL,34266,-9,Males only,Maximum/close/high,-9,None,State authority,-9,283,Actual data,Not applicable,Actual data,No,,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,DESOTO ANNEX
Florida,1.00E+20,1.00E+20,AVON PARK CORRECTIONAL INSTITUTION,CR 64 EAST,P.O. BOX 1100,AVON PARK,FL,33826,1100,Males only,Maximum/close/high,-9,None,State authority,-9,976,Actual data,Not applicable,Actual data,Yes,Avon Park WC,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,AVON PARK CORRECTIONAL INSTITUTION
Florida,1.00E+20,1.00E+20,CENTRAL FLORIDA RECEPTION CENTER MAIN,7000 H C KELLEY ROAD,-9,ORLANDO,FL,32831,-9,Males only,Maximum/close/high,-9,None,State authority,-9,1448,Actual data,Not applicable,Actual data,Yes,"CFRC-E/U, CFRC-South Unit, Brevard WC, Cocoa WRC, Orlando WRC, Kissimmee WRC, Bridges of Orlando, Orlando Work Release, Bridges of Orlando, Cocoa Work Release, Kissimee Work Release Center, Orlando Transitional Center, Transition House INC Kiss",No,-9,Blank,Blank,No,Blank,Blank,"Linked Facilities: CFRC-E/U, CFRC-South Unit, Brevard WC, Cocoa WRC, Orlando WRC, Kissimmee WRC, Bridges of Orlando, Orlando Work Release, Bridges of Orlando, Cocoa Work Release, Kissimee Work Release Center, Orlando Transitional Center, Transi",-9,CENTRAL FLORIDA RECEPTION CENTER MAIN
Florida,1.00E+20,1.00E+20,AVON PARK CORRECTIONAL INST WORK CAMP,CR 64 EAST,P. O. BOX 1100,AVON PARK,FL,33826,1100,Males only,Medium,-9,None,State authority,-9,511,Actual data,Not applicable,Actual data,No,,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,AVON PARK CORRECTIONAL INST WORK CAMP
Florida,1.00E+20,1.00E+20,CHARLOTTE CORRECTIONAL  INSTITUTION,33123 OIL WELL ROAD,-9,PUNTA GODA,FL,33955,-9,Males only,Maximum/close/high,-9,None,State authority,-9,1278,Actual data,Not applicable,Actual data,Yes,FT Myers WC,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,CHARLOTTE CORRECTIONAL  INSTITUTION
Florida,1.00E+20,1.00E+20,CENTRAL FLORIDA RECEPTION CENTER EAST,7000 H.C. KELLEY RD.,-9,ORLANDO,FL,32831,2518,Males only,Maximum/close/high,-9,None,State authority,-9,1086,Actual data,Not applicable,Actual data,No,,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,CENTRAL FLORIDA RECEPTION CENTER EAST
Florida,1.00E+20,1.00E+20,TAYLOR CORRECTIONAL INSTITUTION,TAYLOR C.I.-MAIN UNIT,8501 HAMPTON SPRINGS ROAD,PERRY,FL,33248,-9,Males only,Maximum/close/high,-9,None,State authority,-9,1409,Actual data,Not applicable,Actual data,Yes,"Taylor-Annex, Taylor WC",No,-9,Blank,Blank,No,Blank,Blank,-9,-9,TAYLOR CORRECTIONAL INSTITUTION
Florida,1.00E+20,1.00E+20,CENTRAL FLORIDA RECEPTION CENTER SOUTH,7000 H.C. KELLEY RD.,-9,ORLANDO,FL,32831,2518,Males only,Maximum/close/high,-9,None,State authority,-9,93,Actual data,Not applicable,Actual data,No,,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,CENTRAL FLORIDA RECEPTION CENTER SOUTH
Florida,1.00E+20,1.00E+20,TAYLOR ANNEX,TAYLOR C.I.-ANNEX,8501 HAMPTON SPRINGS ROAD,PERRY,FL,32348,-9,Males only,Maximum/close/high,-9,None,State authority,-9,1519,Actual data,Not applicable,Actual data,No,,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,TAYLOR ANNEX
Florida,1.00E+20,1.00E+20,TAYLOR WORK CAMP,8501 HAMPTON SPRINGS ROAD,-9,PERRY,FL,32348,-9,Males only,Medium,-9,None,State authority,-9,428,Actual data,Not applicable,Actual data,No,,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,TAYLOR WORK CAMP
Florida,1.00E+20,1.00E+20,GAINESVILLE CORRECTIONAL INST WORK CAMP,1000 NE 55TH BLVD.,2845 NE 39TH AVE,GAINESVILLE,FL,32609,-9,Males only,Minimum/low,-9,None,State authority,-9,243,Actual data,Not applicable,Actual data,No,,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,GAINESVILLE CORRECTIONAL INST WORK CAMP
Florida,1.00E+20,1.00E+20,BREVARD WORK CAMP,855 CAMP ROAD,-9,COCOA,FL,32927,3700,Males only,Medium,-9,None,State authority,-9,265,Actual data,Not applicable,Actual data,No,,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,BREVARD WORK CAMP
Florida,1.00E+20,1.00E+20,ATLANTIC WORK RELEASE CENTER,263 FAIRGROUNDS ROAD,-9,WEST PALM BEACH,FL,33411,-9,Females only,Minimum/low,-9,50% or more of the inmates,State authority,-9,Not applicable,Actual data,43,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,ATLANTIC WORK RELEASE CENTER
Florida,1.00E+20,-9,HOMESTEAD CORRECTIONAL INSTITUTION,19000 SW 377TH STREET,-9,FLORIDA CITY,FL,33034,6409,Females only,Maximum/close/high,-9,None,State authority,-9,Not applicable,Actual data,730,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,HOMESTEAD CORRECTIONAL INSTITUTION
Florida,1.00E+20,1.00E+20,LOWELL CORRECTIONAL INSTITUTION,11120 NW GAINSVILLE RD,-9,OCALA,FL,34482,-9,Females only,Maximum/close/high,-9,None,State authority,-9,Not applicable,Actual data,1251,Actual data,Yes,"Lowell-Annex, Lowell WC",No,-9,Blank,Blank,No,Blank,Blank,-9,-9,LOWELL CORRECTIONAL INSTITUTION
Florida,1.00E+20,1.00E+20,LOWELL ANNEX,11120 NW GAINESVILLE ROAD,-9,OCALA,FL,34482,-9,Females only,Super maximum,-9,None,State authority,-9,Not applicable,Actual data,1429,Actual data,No,,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,LOWELL ANNEX
Florida,1.00E+20,1.00E+20,LOWELL WORK CAMP,11120 NW GAINESVILLE ROAD,-9,OCALA,FL,34482,-9,Females only,Medium,-9,None,State authority,-9,Not applicable,Actual data,304,Actual data,No,,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,LOWELL WORK CAMP
Florida,1.00E+20,1.00E+20,SUMTER CORRECTIONAL INSTITUTION,9544 COUNTRY RD 476B,-9,BUSHNELL,FL,33513,-9,Males only,Maximum/close/high,-9,None,State authority,-9,1324,Actual data,Not applicable,Actual data,Yes,"Sumter BTU, Sumter WC",No,-9,Blank,Blank,No,Blank,Blank,-9,-9,SUMTER CORRECTIONAL INSTITUTION
Florida,1.00E+20,1.00E+20,SUMTER WORK CAMP,9544 COUNTY ROAD 476B,-9,BUSHNELL,FL,33513,-9,Males only,Medium,-9,None,State authority,-9,268,Actual data,Not applicable,Actual data,No,,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,SUMTER WORK CAMP
